FIPSTEXT,CountyName,Entity,StateName,Goats
20117,Marshall,County,Kansas,0.04
20119,Meade,County,Kansas,0.00
20121,Miami,County,Kansas,0.35
20123,Mitchell,County,Kansas,0.00
20125,Montgomery,County,Kansas,0.22
20127,Morris,County,Kansas,0.06
20129,Morton,County,Kansas,0.00
20131,Nemaha,County,Kansas,0.08
20133,Neosho,County,Kansas,0.24
20135,Ness,County,Kansas,0.00
20137,Norton,County,Kansas,0.05
20139,Osage,County,Kansas,0.10
20141,Osborne,County,Kansas,0.02
20143,Ottawa,County,Kansas,0.06
20145,Pawnee,County,Kansas,0.02
20147,Phillips,County,Kansas,0.06
20149,Pottawatomie,County,Kansas,0.16
20151,Pratt,County,Kansas,0.08
20153,Rawlins,County,Kansas,(D)
20155,Reno,County,Kansas,0.15
20157,Republic,County,Kansas,0.08
20159,Rice,County,Kansas,0.07
20161,Riley,County,Kansas,0.24
20163,Rooks,County,Kansas,0.00
20165,Rush,County,Kansas,0.03
20167,Russell,County,Kansas,0.05
20169,Saline,County,Kansas,0.16
20171,Scott,County,Kansas,0.02
20173,Sedgwick,County,Kansas,0.17
20175,Seward,County,Kansas,0.02
20177,Shawnee,County,Kansas,0.33
20179,Sheridan,County,Kansas,(D)
20181,Sherman,County,Kansas,(D)
20183,Smith,County,Kansas,0.11
20185,Stafford,County,Kansas,0.06
20187,Stanton,County,Kansas,(D)
20189,Stevens,County,Kansas,0.00
20191,Sumner,County,Kansas,0.09
20193,Thomas,County,Kansas,0.01
20195,Trego,County,Kansas,0.02
20197,Wabaunsee,County,Kansas,0.15
20199,Wallace,County,Kansas,(D)
20201,Washington,County,Kansas,0.14
20203,Wichita,County,Kansas,(D)
20205,Wilson,County,Kansas,0.29
20207,Woodson,County,Kansas,0.08
20209,Wyandotte,County,Kansas,0.71
21001,Adair,County,Kentucky,0.43
21003,Allen,County,Kentucky,0.82
21005,Anderson,County,Kentucky,0.35
21007,Ballard,County,Kentucky,0.33
21009,Barren,County,Kentucky,0.88
21011,Bath,County,Kentucky,0.18
21013,Bell,County,Kentucky,1.49
21015,Boone,County,Kentucky,0.40
21017,Bourbon,County,Kentucky,0.48
21019,Boyd,County,Kentucky,0.52
21021,Boyle,County,Kentucky,0.63
21023,Bracken,County,Kentucky,0.34
21025,Breathitt,County,Kentucky,0.46
21027,Breckinridge,County,Kentucky,0.39
21029,Bullitt,County,Kentucky,0.94
21031,Butler,County,Kentucky,0.51
21033,Caldwell,County,Kentucky,0.03
21035,Calloway,County,Kentucky,0.11
21037,Campbell,County,Kentucky,0.44
21039,Carlisle,County,Kentucky,0.18
21041,Carroll,County,Kentucky,0.84
21043,Carter,County,Kentucky,1.03
21045,Casey,County,Kentucky,0.37
21047,Christian,County,Kentucky,0.14
21049,Clark,County,Kentucky,0.57
21051,Clay,County,Kentucky,0.81
21053,Clinton,County,Kentucky,0.30
21055,Crittenden,County,Kentucky,0.27
21057,Cumberland,County,Kentucky,1.04
21059,Daviess,County,Kentucky,0.12
21061,Edmonson,County,Kentucky,0.49
21063,Elliott,County,Kentucky,0.68
21065,Estill,County,Kentucky,0.38
21067,Fayette,County,Kentucky,0.15
21069,Fleming,County,Kentucky,0.29
21071,Floyd,County,Kentucky,1.08
21073,Franklin,County,Kentucky,1.67
21075,Fulton,County,Kentucky,0.32
21077,Gallatin,County,Kentucky,0.34
21079,Garrard,County,Kentucky,0.32
21081,Grant,County,Kentucky,1.44
21083,Graves,County,Kentucky,0.30
21085,Grayson,County,Kentucky,0.54
21087,Green,County,Kentucky,0.22
21089,Greenup,County,Kentucky,0.72
21091,Hancock,County,Kentucky,0.09
21093,Hardin,County,Kentucky,0.50
21095,Harlan,County,Kentucky,0.45
21097,Harrison,County,Kentucky,0.31
21099,Hart,County,Kentucky,0.85
21101,Henderson,County,Kentucky,0.10
21103,Henry,County,Kentucky,0.31
21105,Hickman,County,Kentucky,0.02
21107,Hopkins,County,Kentucky,0.35
21109,Jackson,County,Kentucky,0.37
21111,Jefferson,County,Kentucky,0.98
21113,Jessamine,County,Kentucky,0.63
21115,Johnson,County,Kentucky,2.72
21117,Kenton,County,Kentucky,0.73
21119,Knott,County,Kentucky,1.50
21121,Knox,County,Kentucky,1.33
21123,Larue,County,Kentucky,0.93
21125,Laurel,County,Kentucky,0.80
21127,Lawrence,County,Kentucky,0.41
21129,Lee,County,Kentucky,1.10
21131,Leslie,County,Kentucky,(D)
21133,Letcher,County,Kentucky,3.13
21135,Lewis,County,Kentucky,2.04
21137,Lincoln,County,Kentucky,0.69
21139,Livingston,County,Kentucky,0.15
21141,Logan,County,Kentucky,0.22
21143,Lyon,County,Kentucky,0.64
21145,McCracken,County,Kentucky,1.07
21147,McCreary,County,Kentucky,0.36
21149,McLean,County,Kentucky,0.35
21151,Madison,County,Kentucky,0.30
21153,Magoffin,County,Kentucky,1.08
21155,Marion,County,Kentucky,0.33
21157,Marshall,County,Kentucky,0.65
21159,Martin,County,Kentucky,(D)
21161,Mason,County,Kentucky,0.16
21163,Meade,County,Kentucky,0.53
21165,Menifee,County,Kentucky,0.17
21167,Mercer,County,Kentucky,0.80
21169,Metcalfe,County,Kentucky,0.29
21171,Monroe,County,Kentucky,0.17
21173,Montgomery,County,Kentucky,0.13
21175,Morgan,County,Kentucky,0.44
21177,Muhlenberg,County,Kentucky,0.41
21179,Nelson,County,Kentucky,0.35
21181,Nicholas,County,Kentucky,0.49
21183,Ohio,County,Kentucky,0.23
21185,Oldham,County,Kentucky,0.14
21187,Owen,County,Kentucky,(D)
21189,Owsley,County,Kentucky,0.50
21191,Pendleton,County,Kentucky,0.44
21193,Perry,County,Kentucky,3.07
21195,Pike,County,Kentucky,1.20
21197,Powell,County,Kentucky,0.77
21199,Pulaski,County,Kentucky,0.45
21201,Robertson,County,Kentucky,0.14
21203,Rockcastle,County,Kentucky,0.63
21205,Rowan,County,Kentucky,0.99
21207,Russell,County,Kentucky,0.45
21209,Scott,County,Kentucky,0.35
21211,Shelby,County,Kentucky,0.36
21213,Simpson,County,Kentucky,0.30
21215,Spencer,County,Kentucky,0.58
21217,Taylor,County,Kentucky,0.25
21219,Todd,County,Kentucky,0.23
21221,Trigg,County,Kentucky,0.15
21223,Trimble,County,Kentucky,0.69
21225,Union,County,Kentucky,0.03
21227,Warren,County,Kentucky,0.84
21229,Washington,County,Kentucky,0.32
21231,Wayne,County,Kentucky,0.28
21233,Webster,County,Kentucky,0.01
21235,Whitley,County,Kentucky,0.82
21237,Wolfe,County,Kentucky,(D)
21239,Woodford,County,Kentucky,0.27
22001,Acadia,Parish,Louisana,0.11
22003,Allen,Parish,Louisana,0.64
22005,Ascension,Parish,Louisana,0.74
22007,Assumption,Parish,Louisana,0.09
22009,Avoyelles,Parish,Louisana,0.37
22011,Beauregard,Parish,Louisana,0.27
22013,Bienville,Parish,Louisana,0.09
22015,Bossier,Parish,Louisana,0.67
22017,Caddo,Parish,Louisana,0.59
22019,Calcasieu,Parish,Louisana,0.19
22021,Caldwell,Parish,Louisana,0.40
22023,Cameron,Parish,Louisana,0.07
22025,Catahoula,Parish,Louisana,0.17
22027,Claiborne,Parish,Louisana,0.44
22029,Concordia,Parish,Louisana,0.18
22031,De Soto,Parish,Louisana,0.15
22033,East Baton Rouge,Parish,Louisana,0.90
22035,East Carroll,Parish,Louisana,0.06
22037,East Feliciana,Parish,Louisana,0.05
22039,Evangeline,Parish,Louisana,0.09
22041,Franklin,Parish,Louisana,0.07
22043,Grant,Parish,Louisana,0.70
22045,Iberia,Parish,Louisana,0.11
22047,Iberville,Parish,Louisana,0.03
22049,Jackson,Parish,Louisana,1.66
22051,Jefferson,Parish,Louisana,1.06
22053,Jefferson Davis,Parish,Louisana,0.05
22055,Lafayette,Parish,Louisana,0.40
22057,Lafourche,Parish,Louisana,0.11
22059,LaSalle,Parish,Louisana,0.74
22061,Lincoln,Parish,Louisana,0.27
22063,Livingston,Parish,Louisana,0.85
22065,Madison,Parish,Louisana,(D)
22067,Morehouse,Parish,Louisana,0.15
22069,Natchitoches,Parish,Louisana,0.26
22071,Orleans,Parish,Louisana,(D)
22073,Ouachita,Parish,Louisana,0.27
22075,Plaquemines,Parish,Louisana,(D)
22077,Pointe Coupee,Parish,Louisana,0.05
22079,Rapides,Parish,Louisana,0.20
22081,Red River,Parish,Louisana,0.09
22083,Richland,Parish,Louisana,0.11
22085,Sabine,Parish,Louisana,0.47
22087,St. Bernard,Parish,Louisana,0.33
22089,St. Charles,Parish,Louisana,0.00
22091,St. Helena,Parish,Louisana,0.92
22093,St. James,Parish,Louisana,0.00
22095,St. John the Baptist,Parish,Louisana,0.14
22097,St. Landry,Parish,Louisana,0.41
22099,St. Martin,Parish,Louisana,0.40
22101,St. Mary,Parish,Louisana,0.20
22103,St. Tammany,Parish,Louisana,1.95
22105,Tangipahoa,Parish,Louisana,0.71
22107,Tensas,Parish,Louisana,0.00
22109,Terrebonne,Parish,Louisana,0.03
22111,Union,Parish,Louisana,0.46
22113,Vermilion,Parish,Louisana,0.09
22115,Vernon,Parish,Louisana,2.72
22117,Washington,Parish,Louisana,0.59
22119,Webster,Parish,Louisana,0.46
22121,West Baton Rouge,Parish,Louisana,0.03
22123,West Carroll,Parish,Louisana,0.09
22125,West Feliciana,Parish,Louisana,0.13
22127,Winn,Parish,Louisana,0.40
23001,Androscoggin,County,Maine,0.25
23003,Aroostook,County,Maine,0.07
23005,Cumberland,County,Maine,1.09
23007,Franklin,County,Maine,0.38
23009,Hancock,County,Maine,0.81
23011,Kennebec,County,Maine,0.49
23013,Knox,County,Maine,1.20
23015,Lincoln,County,Maine,1.52
23017,Oxford,County,Maine,0.32
23019,Penobscot,County,Maine,1.51
23021,Piscataquis,County,Maine,0.21
23023,Sagadahoc,County,Maine,0.89
23025,Somerset,County,Maine,0.25
23027,Waldo,County,Maine,0.25
23029,Washington,County,Maine,0.19
23031,York,County,Maine,0.54
24001,Allegany,County,Maryland,0.39
24003,Anne Arundel,County,Maryland,0.95
24005,Baltimore,County,Maryland,0.96
24009,Calvert,County,Maryland,0.50
24011,Caroline,County,Maryland,0.15
24013,Carroll,County,Maryland,0.90
24015,Cecil,County,Maryland,0.66
24017,Charles,County,Maryland,0.82
24019,Dorchester,County,Maryland,0.03
24021,Frederick,County,Maryland,0.69
24023,Garrett,County,Maryland,0.70
24025,Harford,County,Maryland,0.63
24027,Howard,County,Maryland,0.70
24029,Kent,County,Maryland,0.34
24031,Montgomery,County,Maryland,1.15
24033,Prince George's,County,Maryland,1.54
24035,Queen Anne's,County,Maryland,0.22
24037,St. Mary's,County,Maryland,0.90
24039,Somerset,County,Maryland,0.43
24041,Talbot,County,Maryland,0.04
24043,Washington,County,Maryland,1.04
24045,Wicomico,County,Maryland,0.19
24047,Worcester,County,Maryland,0.08
25001,Barnstable,County,Massachusetts,2.78
25003,Berkshire,County,Massachusetts,0.90
25005,Bristol,County,Massachusetts,2.75
25007,Dukes,County,Massachusetts,0.27
25009,Essex,County,Massachusetts,0.94
25011,Franklin,County,Massachusetts,1.37
25013,Hampden,County,Massachusetts,1.45
25015,Hampshire,County,Massachusetts,1.63
25017,Middlesex,County,Massachusetts,1.07
25019,Nantucket,County,Massachusetts,0.00
25021,Norfolk,County,Massachusetts,1.02
25023,Plymouth,County,Massachusetts,0.62
25025,Suffolk,County,Massachusetts,0.00
25027,Worcester,County,Massachusetts,3.19
26001,Alcona,County,Michigan,0.05
26003,Alger,County,Michigan,0.74
26005,Allegan,County,Michigan,0.61
26007,Alpena,County,Michigan,0.23
26009,Antrim,County,Michigan,0.08
26011,Arenac,County,Michigan,0.07
26013,Baraga,County,Michigan,(D)
26015,Barry,County,Michigan,0.46
26017,Bay,County,Michigan,0.11
26019,Benzie,County,Michigan,0.33
26021,Berrien,County,Michigan,0.35
26023,Branch,County,Michigan,0.19
26025,Calhoun,County,Michigan,0.40
26027,Cass,County,Michigan,0.35
26029,Charlevoix,County,Michigan,0.27
26031,Cheboygan,County,Michigan,0.36
26033,Chippewa,County,Michigan,0.24
26035,Clare,County,Michigan,0.36
26037,Clinton,County,Michigan,0.19
26039,Crawford,County,Michigan,2.25
26041,Delta,County,Michigan,0.09
26043,Dickinson,County,Michigan,0.07
26045,Eaton,County,Michigan,0.19
26047,Emmet,County,Michigan,0.53
26049,Genesee,County,Michigan,0.24
26051,Gladwin,County,Michigan,0.37
26053,Gogebic,County,Michigan,0.00
26055,Grand Traverse,County,Michigan,0.08
26057,Gratiot,County,Michigan,0.04
26059,Hillsdale,County,Michigan,0.21
26061,Houghton,County,Michigan,0.40
26063,Huron,County,Michigan,0.02
26065,Ingham,County,Michigan,0.68
26067,Ionia,County,Michigan,0.19
26069,Iosco,County,Michigan,0.37
26071,Iron,County,Michigan,(D)
26073,Isabella,County,Michigan,0.11
26075,Jackson,County,Michigan,0.61
26077,Kalamazoo,County,Michigan,0.43
26079,Kalkaska,County,Michigan,0.51
26081,Kent,County,Michigan,0.19
26083,Keweenaw,County,Michigan,0.00
26085,Lake,County,Michigan,0.56
26087,Lapeer,County,Michigan,0.25
26089,Leelanau,County,Michigan,0.10
26091,Lenawee,County,Michigan,0.13
26093,Livingston,County,Michigan,0.75
26095,Luce,County,Michigan,0.22
26097,Mackinac,County,Michigan,0.56
26099,Macomb,County,Michigan,0.21
26101,Manistee,County,Michigan,0.38
26103,Marquette,County,Michigan,0.39
26105,Mason,County,Michigan,0.25
26107,Mecosta,County,Michigan,0.24
26109,Menominee,County,Michigan,0.20
26111,Midland,County,Michigan,0.25
26113,Missaukee,County,Michigan,0.13
26115,Monroe,County,Michigan,0.15
26117,Montcalm,County,Michigan,0.14
26119,Montmorency,County,Michigan,0.19
26121,Muskegon,County,Michigan,0.35
26123,Newaygo,County,Michigan,0.63
26125,Oakland,County,Michigan,0.64
26127,Oceana,County,Michigan,0.35
26129,Ogemaw,County,Michigan,0.09
26131,Ontonagon,County,Michigan,(D)
26133,Osceola,County,Michigan,0.47
26135,Oscoda,County,Michigan,0.72
26137,Otsego,County,Michigan,0.05
26139,Ottawa,County,Michigan,0.95
26141,Presque Isle,County,Michigan,0.12
26143,Roscommon,County,Michigan,(D)
26145,Saginaw,County,Michigan,0.07
26147,St. Clair,County,Michigan,0.27
26149,St. Joseph,County,Michigan,0.34
26151,Sanilac,County,Michigan,0.19
26153,Schoolcraft,County,Michigan,0.00
26155,Shiawassee,County,Michigan,0.27
26157,Tuscola,County,Michigan,0.11
26159,Van Buren,County,Michigan,0.41
26161,Washtenaw,County,Michigan,0.46
26163,Wayne,County,Michigan,1.07
26165,Wexford,County,Michigan,0.84
27001,Aitkin,County,Minnesota,0.08
27003,Anoka,County,Minnesota,0.35
27005,Becker,County,Minnesota,0.06
27007,Beltrami,County,Minnesota,0.14
27009,Benton,County,Minnesota,0.13
27011,Big Stone,County,Minnesota,0.06
27013,Blue Earth,County,Minnesota,0.03
27015,Brown,County,Minnesota,0.03
27017,Carlton,County,Minnesota,0.20
27019,Carver,County,Minnesota,0.27
27021,Cass,County,Minnesota,0.23
27023,Chippewa,County,Minnesota,0.03
27025,Chisago,County,Minnesota,0.20
27027,Clay,County,Minnesota,0.02
27029,Clearwater,County,Minnesota,0.45
27031,Cook,County,Minnesota,(D)
27033,Cottonwood,County,Minnesota,0.06
27035,Crow Wing,County,Minnesota,0.38
27037,Dakota,County,Minnesota,0.26
27039,Dodge,County,Minnesota,0.09
27041,Douglas,County,Minnesota,0.05
27043,Faribault,County,Minnesota,0.02
27045,Fillmore,County,Minnesota,0.45
27047,Freeborn,County,Minnesota,0.08
27049,Goodhue,County,Minnesota,0.55
27051,Grant,County,Minnesota,0.02
27053,Hennepin,County,Minnesota,0.44
27055,Houston,County,Minnesota,0.10
27057,Hubbard,County,Minnesota,0.13
27059,Isanti,County,Minnesota,0.29
27061,Itasca,County,Minnesota,0.49
27063,Jackson,County,Minnesota,0.14
27065,Kanabec,County,Minnesota,0.19
27067,Kandiyohi,County,Minnesota,0.08
27069,Kittson,County,Minnesota,0.01
27071,Koochiching,County,Minnesota,(D)
27073,Lac qui Parle,County,Minnesota,0.03
27075,Lake,County,Minnesota,(D)
27077,Lake of the Woods,County,Minnesota,0.02
27079,Le Sueur,County,Minnesota,0.12
27081,Lincoln,County,Minnesota,0.15
27083,Lyon,County,Minnesota,0.17
27085,McLeod,County,Minnesota,0.13
27087,Mahnomen,County,Minnesota,(D)
27089,Marshall,County,Minnesota,0.00
27091,Martin,County,Minnesota,0.12
27093,Meeker,County,Minnesota,0.17
27095,Mille Lacs,County,Minnesota,0.27
27097,Morrison,County,Minnesota,0.33
27099,Mower,County,Minnesota,0.14
27101,Murray,County,Minnesota,0.31
27103,Nicollet,County,Minnesota,0.03
27105,Nobles,County,Minnesota,0.28
27107,Norman,County,Minnesota,0.01
27109,Olmsted,County,Minnesota,0.12
27111,Otter Tail,County,Minnesota,0.05
27113,Pennington,County,Minnesota,0.04
27115,Pine,County,Minnesota,0.17
27117,Pipestone,County,Minnesota,0.57
27119,Polk,County,Minnesota,0.01
27121,Pope,County,Minnesota,0.19
27123,Ramsey,County,Minnesota,0.00
27125,Red Lake,County,Minnesota,0.01
27127,Redwood,County,Minnesota,0.02
27129,Renville,County,Minnesota,0.02
27131,Rice,County,Minnesota,0.24
27133,Rock,County,Minnesota,0.02
27135,Roseau,County,Minnesota,0.04
27137,St. Louis,County,Minnesota,0.55
27139,Scott,County,Minnesota,0.31
27141,Sherburne,County,Minnesota,0.28
27143,Sibley,County,Minnesota,0.07
27145,Stearns,County,Minnesota,0.16
27147,Steele,County,Minnesota,0.14
27149,Stevens,County,Minnesota,(D)
27151,Swift,County,Minnesota,0.04
27153,Todd,County,Minnesota,0.23
27155,Traverse,County,Minnesota,(D)
27157,Wabasha,County,Minnesota,0.15
27159,Wadena,County,Minnesota,0.11
27161,Waseca,County,Minnesota,0.37
27163,Washington,County,Minnesota,1.14
27165,Watonwan,County,Minnesota,0.07
27167,Wilkin,County,Minnesota,0.02
27169,Winona,County,Minnesota,0.48
27171,Wright,County,Minnesota,0.16
27173,Yellow Medicine,County,Minnesota,0.09
28001,Adams,County,Mississippi,0.18
28003,Alcorn,County,Mississippi,0.38
28005,Amite,County,Mississippi,0.27
28007,Attala,County,Mississippi,0.20
28009,Benton,County,Mississippi,1.08
28011,Bolivar,County,Mississippi,0.00
28013,Calhoun,County,Mississippi,0.18
28015,Carroll,County,Mississippi,0.08
28017,Chickasaw,County,Mississippi,0.07
28019,Choctaw,County,Mississippi,0.72
28021,Claiborne,County,Mississippi,0.48
28023,Clarke,County,Mississippi,0.53
28025,Clay,County,Mississippi,0.05
28027,Coahoma,County,Mississippi,0.00
28029,Copiah,County,Mississippi,0.21
28031,Covington,County,Mississippi,0.05
28033,DeSoto,County,Mississippi,0.24
28035,Forrest,County,Mississippi,1.03
28037,Franklin,County,Mississippi,0.15
28039,George,County,Mississippi,1.20
28041,Greene,County,Mississippi,1.15
28043,Grenada,County,Mississippi,0.17
28045,Hancock,County,Mississippi,1.81
28047,Harrison,County,Mississippi,2.21
28049,Hinds,County,Mississippi,0.21
28051,Holmes,County,Mississippi,0.09
28053,Humphreys,County,Mississippi,(D)
28055,Issaquena,County,Mississippi,0.00
28057,Itawamba,County,Mississippi,0.15
28059,Jackson,County,Mississippi,2.05
28061,Jasper,County,Mississippi,0.06
28063,Jefferson,County,Mississippi,0.36
28065,Jefferson Davis,County,Mississippi,0.21
28067,Jones,County,Mississippi,0.69
28069,Kemper,County,Mississippi,0.06
28071,Lafayette,County,Mississippi,0.20
28073,Lamar,County,Mississippi,0.60
28075,Lauderdale,County,Mississippi,0.69
28077,Lawrence,County,Mississippi,0.44
28079,Leake,County,Mississippi,0.20
28081,Lee,County,Mississippi,0.51
28083,Leflore,County,Mississippi,0.00
28085,Lincoln,County,Mississippi,0.43
28087,Lowndes,County,Mississippi,0.17
28089,Madison,County,Mississippi,0.09
28091,Marion,County,Mississippi,0.54
28093,Marshall,County,Mississippi,0.14
28095,Monroe,County,Mississippi,0.16
28097,Montgomery,County,Mississippi,0.06
28099,Neshoba,County,Mississippi,0.29
28101,Newton,County,Mississippi,0.38
28103,Noxubee,County,Mississippi,0.05
28105,Oktibbeha,County,Mississippi,0.09
28107,Panola,County,Mississippi,0.18
28109,Pearl River,County,Mississippi,0.68
28111,Perry,County,Mississippi,1.22
28113,Pike,County,Mississippi,0.60
28115,Pontotoc,County,Mississippi,0.20
28117,Prentiss,County,Mississippi,0.29
28119,Quitman,County,Mississippi,0.00
28121,Rankin,County,Mississippi,0.29
28123,Scott,County,Mississippi,0.13
28125,Sharkey,County,Mississippi,(D)
28127,Simpson,County,Mississippi,0.44
28129,Smith,County,Mississippi,0.28
28131,Stone,County,Mississippi,1.36
28133,Sunflower,County,Mississippi,0.01
28135,Tallahatchie,County,Mississippi,0.01
28137,Tate,County,Mississippi,0.44
28139,Tippah,County,Mississippi,0.31
28141,Tishomingo,County,Mississippi,0.29
28143,Tunica,County,Mississippi,0.00
28145,Union,County,Mississippi,0.17
28147,Walthall,County,Mississippi,0.48
28149,Warren,County,Mississippi,0.16
28151,Washington,County,Mississippi,(D)
28153,Wayne,County,Mississippi,0.57
28155,Webster,County,Mississippi,0.15
28157,Wilkinson,County,Mississippi,0.19
28159,Winston,County,Mississippi,0.34
28161,Yalobusha,County,Mississippi,0.38
28163,Yazoo,County,Mississippi,0.03
29001,Adair,County,Missouri,0.27
29003,Andrew,County,Missouri,0.34
29005,Atchison,County,Missouri,0.04
29007,Audrain,County,Missouri,0.12
29009,Barry,County,Missouri,0.68
29011,Barton,County,Missouri,0.19
29013,Bates,County,Missouri,0.13
29015,Benton,County,Missouri,0.47
29017,Bollinger,County,Missouri,0.30
29019,Boone,County,Missouri,0.61
29021,Buchanan,County,Missouri,0.17
29023,Butler,County,Missouri,0.17
29025,Caldwell,County,Missouri,0.05
29027,Callaway,County,Missouri,0.15
29029,Camden,County,Missouri,0.40
29031,Cape Girardeau,County,Missouri,0.34
29033,Carroll,County,Missouri,0.06
29035,Carter,County,Missouri,0.88
29037,Cass,County,Missouri,0.36
29039,Cedar,County,Missouri,0.79
29041,Chariton,County,Missouri,0.14
29043,Christian,County,Missouri,0.38
29045,Clark,County,Missouri,0.09
29047,Clay,County,Missouri,0.60
29049,Clinton,County,Missouri,0.29
29051,Cole,County,Missouri,0.14
29053,Cooper,County,Missouri,0.10
29055,Crawford,County,Missouri,0.25
29057,Dade,County,Missouri,0.26
29059,Dallas,County,Missouri,0.43
29061,Daviess,County,Missouri,0.16
29063,DeKalb,County,Missouri,0.17
29065,Dent,County,Missouri,0.50
29067,Douglas,County,Missouri,0.33
29069,Dunklin,County,Missouri,0.05
29071,Franklin,County,Missouri,0.30
29073,Gasconade,County,Missouri,0.28
29075,Gentry,County,Missouri,0.14
29077,Greene,County,Missouri,0.24
29079,Grundy,County,Missouri,0.12
29081,Harrison,County,Missouri,0.18
29083,Henry,County,Missouri,0.12
29085,Hickory,County,Missouri,0.26
29087,Holt,County,Missouri,0.01
29089,Howard,County,Missouri,0.22
29091,Howell,County,Missouri,1.08
29093,Iron,County,Missouri,0.79
29095,Jackson,County,Missouri,0.21
29097,Jasper,County,Missouri,0.57
29099,Jefferson,County,Missouri,(D)
29101,Johnson,County,Missouri,0.51
29103,Knox,County,Missouri,0.04
29105,Laclede,County,Missouri,0.48
29107,Lafayette,County,Missouri,0.29
29109,Lawrence,County,Missouri,0.55
29111,Lewis,County,Missouri,0.81
29113,Lincoln,County,Missouri,0.11
29115,Linn,County,Missouri,0.15
29117,Livingston,County,Missouri,0.06
29119,McDonald,County,Missouri,0.23
29121,Macon,County,Missouri,0.36
29123,Madison,County,Missouri,0.27
29125,Maries,County,Missouri,0.14
29127,Marion,County,Missouri,0.14
29129,Mercer,County,Missouri,0.10
29131,Miller,County,Missouri,0.20
29133,Mississippi,County,Missouri,(D)
29135,Moniteau,County,Missouri,0.25
29137,Monroe,County,Missouri,0.15
29139,Montgomery,County,Missouri,0.09
29141,Morgan,County,Missouri,0.37
29143,New Madrid,County,Missouri,0.00
29145,Newton,County,Missouri,0.42
29147,Nodaway,County,Missouri,0.24
29149,Oregon,County,Missouri,0.95
29151,Osage,County,Missouri,0.05
29153,Ozark,County,Missouri,0.54
29155,Pemiscot,County,Missouri,(D)
29157,Perry,County,Missouri,0.14
29159,Pettis,County,Missouri,0.25
29161,Phelps,County,Missouri,0.61
29163,Pike,County,Missouri,0.07
29165,Platte,County,Missouri,0.36
29167,Polk,County,Missouri,0.43
29169,Pulaski,County,Missouri,0.30
29171,Putnam,County,Missouri,0.04
29173,Ralls,County,Missouri,0.05
29175,Randolph,County,Missouri,0.19
29177,Ray,County,Missouri,0.28
29179,Reynolds,County,Missouri,1.24
29181,Ripley,County,Missouri,0.37
29183,St. Charles,County,Missouri,0.06
29185,St. Clair,County,Missouri,8.12
29186,Ste. Genevieve,County,Missouri,0.30
29187,St. Francois,County,Missouri,(D)
29189,St. Louis,County,Missouri,0.10
29195,Saline,County,Missouri,0.07
29197,Schuyler,County,Missouri,0.23
29199,Scotland,County,Missouri,0.10
29201,Scott,County,Missouri,0.06
29203,Shannon,County,Missouri,0.93
29205,Shelby,County,Missouri,0.05
29207,Stoddard,County,Missouri,0.08
29209,Stone,County,Missouri,0.58
29211,Sullivan,County,Missouri,0.04
29213,Taney,County,Missouri,0.08
29215,Texas,County,Missouri,0.46
29217,Vernon,County,Missouri,0.22
29219,Warren,County,Missouri,0.21
29221,Washington,County,Missouri,0.49
29223,Wayne,County,Missouri,(D)
29225,Webster,County,Missouri,0.73
29227,Worth,County,Missouri,0.09
29229,Wright,County,Missouri,0.59
30001,Beaverhead,County,Montana,0.00
30003,Big Horn,County,Montana,0.01
30005,Blaine,County,Montana,0.00
30007,Broadwater,County,Montana,0.01
30009,Carbon,County,Montana,0.04
30011,Carter,County,Montana,0.00
30013,Cascade,County,Montana,0.05
30015,Chouteau,County,Montana,0.01
30017,Custer,County,Montana,0.00
30019,Daniels,County,Montana,(D)
30021,Dawson,County,Montana,0.01
30023,Deer Lodge,County,Montana,0.02
30025,Fallon,County,Montana,0.01
30027,Fergus,County,Montana,0.00
30029,Flathead,County,Montana,0.22
30031,Gallatin,County,Montana,0.07
30033,Garfield,County,Montana,(D)
30035,Glacier,County,Montana,0.00
30037,Golden Valley,County,Montana,(D)
30039,Granite,County,Montana,0.02
30041,Hill,County,Montana,0.00
30043,Jefferson,County,Montana,0.04
30045,Judith Basin,County,Montana,0.00
30047,Lake,County,Montana,0.03
30049,Lewis and Clark,County,Montana,0.10
30051,Liberty,County,Montana,0.00
30053,Lincoln,County,Montana,0.32
30055,McCone,County,Montana,0.00
30057,Madison,County,Montana,0.01
30059,Meagher,County,Montana,(D)
30061,Mineral,County,Montana,0.00
30063,Missoula,County,Montana,0.17
30065,Musselshell,County,Montana,0.02
30067,Park,County,Montana,0.02
30069,Petroleum,County,Montana,0.00
30071,Phillips,County,Montana,0.00
30073,Pondera,County,Montana,0.01
30075,Powder River,County,Montana,0.01
30077,Powell,County,Montana,0.01
30079,Prairie,County,Montana,0.00
30081,Ravalli,County,Montana,0.24
30083,Richland,County,Montana,0.01
30085,Roosevelt,County,Montana,0.01
30087,Rosebud,County,Montana,0.00
30089,Sanders,County,Montana,0.04
30091,Sheridan,County,Montana,0.00
30093,Silver Bow,County,Montana,0.01
30095,Stillwater,County,Montana,0.05
30097,Sweet Grass,County,Montana,0.01
30099,Teton,County,Montana,0.22
30101,Toole,County,Montana,(D)
30103,Treasure,County,Montana,(D)
30105,Valley,County,Montana,(D)
30107,Wheatland,County,Montana,0.03
30109,Wibaux,County,Montana,(D)
30111,Yellowstone,County,Montana,0.02
31001,Adams,County,Nebraska,0.09
